file_name,file_path,file_type,invoice_number,vendor_name,invoice_date,due_date,bank_name,bank_account,email,currency,subtotal,tax,total_amount,items,items_text,calculated_total_from_items,raw_model_response,fallback_mode,category,is_registered_vendor,matched_vendor_name,vendor_match_score,amount_check,date_check,bank_account_check,duplicate_check,risk_flags,final_decision,explanation,processing_status,processing_time_sec,extraction_status,processed_at,error_types,needs_human_approval,loaded_from_cache,error_message,failure_reason,account_number,quantity,unit_price,grand_total,calculated_total,denial_reason,vendor_registered,bank_account_match,math_correct,date_valid,is_duplicate,has_amount_mismatch,has_unregistered_vendor,has_invalid_date,has_bank_account_mismatch,has_duplicate,has_extraction_failed,is_suspicious,is_clean
invoice_001.pdf,/kaggle/input/competitions/ai-legends-2026-ai-agents-automation/eval_agent/eval_agent/invoice_001.pdf,pdf,001,Демо Компани-5,2026-03-02,2026-03-17,Демо Банк 2,1009900880,info@demo5.mn,MNT,2920000.0,,3000000.0,"[{'description': 'Ачаа тээвэр (олон улс)', 'quantity': 1.0, 'unit_price': 2500000.0, 'line_total': 2500000.0, 'calculated_line_total': 2500000.0}, {'description': 'Гаалийн зардал', 'quantity': 1.0, 'unit_price': 420000.0, 'line_total': 420000.0, 'calculated_line_total': 420000.0}]",Ачаа тээвэр (олон улс) | Гаалийн зардал,2920000.0,"{
  ""invoice_number"": ""001"",
  ""vendor_name"": ""Демо Компани-5"",
  ""invoice_date"": ""2026-03-02"",
  ""due_date"": ""2026-03-17"",
  ""bank_name"": ""Демо Банк 2"",
  ""bank_account"": ""1009900880"",
  ""email"": ""info@demo5.mn"",
  ""currency"": ""MNT"",
  ""subtotal"": 2920000,
  ""tax"": null,
  ""total_amount"": 3000000,
  ""items"": [
    {
      ""description"": ""Ачаа тээвэр (олон улс)"",
      ""quantity"": 1,
      ""unit_price"": 2500000,
      ""line_total"": 2500000
    },
    {
      ""description"": ""Гаалийн зардал"",
      ""quantity"": 1,
      ""unit_price"": 420000,
      ""line_total"": 420000
    }
  ]
}",False,7,True,Демо Компани-5,100.0,False,True,True,False,AMOUNT_MISMATCH,HUMAN_APPROVAL,Detected risk flags: AMOUNT_MISMATCH,SUCCESS,1.42,SUCCESS,2026-05-03T19:20:55.110492,AMOUNT_MISMATCH,True,True,,,,,,,,,False,False,False,False,False,True,False,False,False,False,False,True,False
invoice_002.png,/kaggle/input/competitions/ai-legends-2026-ai-agents-automation/eval_agent/eval_agent/invoice_002.png,png,002,Демо Компани-8,2026-03-09,2026-03-24,Демо Банк 1,4005544332,billing@demo8.mn,MNT,350000.0,,350000.0,"[{'description': 'Ачаа тээвэр (дотоод)', 'quantity': 1.0, 'unit_price': 350000.0, 'line_total': 350000.0, 'calculated_line_total': 350000.0}]",Ачаа тээвэр (дотоод),350000.0,"{
  ""invoice_number"": ""002"",
  ""vendor_name"": ""Демо Компани-8"",
  ""invoice_date"": ""2026-03-09"",
  ""due_date"": ""2026-03-24"",
  ""bank_name"": ""Демо Банк 1"",
  ""bank_account"": ""4005544332"",
  ""email"": ""billing@demo8.mn"",
  ""currency"": ""MNT"",
  ""subtotal"": 350000,
  ""tax"": null,
  ""total_amount"": 350000,
  ""items"": [
    {
      ""description"": ""Ачаа тээвэр (дотоод)"",
      ""quantity"": 1,
      ""unit_price"": 350000,
      ""line_total"": 350000
    }
  ]
}",False,5,True,Демо Компани-8,100.0,True,True,True,False,NONE,AUTO_POST,"No risk detected. Vendor, date, amount and duplicate checks passed.",SUCCESS,1.25,SUCCESS,2026-05-03T19:20:56.363468,,False,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True
invoice_003.pdf,/kaggle/input/competitions/ai-legends-2026-ai-agents-automation/eval_agent/eval_agent/invoice_003.pdf,pdf,003,Демо Компани-10,2026-03-26,2026-04-10,Демо Банк 1,1002233445,logistics@demo10.mn,MNT,1800000.0,,1800000.0,"[{'description': 'Агуулахын түрээс (сарын)', 'quantity': 1.0, 'unit_price': 1800000.0, 'line_total': 1800000.0, 'calculated_line_total': 1800000.0}]",Агуулахын түрээс (сарын),1800000.0,"{
  ""invoice_number"": ""003"",
  ""vendor_name"": ""Демо Компани-10"",
  ""invoice_date"": ""2026-03-26"",
  ""due_date"": ""2026-04-10"",
  ""bank_name"": ""Демо Банк 1"",
  ""bank_account"": ""1002233445"",
  ""email"": ""logistics@demo10.mn"",
  ""currency"": ""MNT"",
  ""subtotal"": 1800000,
  ""tax"": null,
  ""total_amount"": 1800000,
  ""items"": [
    {
      ""description"": ""Агуулахын түрээс (сарын)"",
      ""quantity"": 1,
      ""unit_price"": 1800000,
      ""line_total"": 1800000
    }
  ]
}",False,5,True,Демо Компани-10,100.0,True,True,True,False,NONE,AUTO_POST,"No risk detected. Vendor, date, amount and duplicate checks passed.",SUCCESS,1.33,SUCCESS,2026-05-03T19:20:57.692605,,False,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True
invoice_004.pdf,/kaggle/input/competitions/ai-legends-2026-ai-agents-automation/eval_agent/eval_agent/invoice_004.pdf,pdf,004,Демо Компани-1,2026-03-31,2026-04-15,Демо Банк 1,5001122334,finance@demo1.mn,MNT,85000.0,,85000.0,"[{'description': 'GPS трекер үйлчилгээ (сарын)', 'quantity': 1.0, 'unit_price': 85000.0, 'line_total': 85000.0, 'calculated_line_total': 85000.0}]",GPS трекер үйлчилгээ (сарын),85000.0,"{
  ""invoice_number"": ""004"",
  ""vendor_name"": ""Демо Компани-1"",
  ""invoice_date"": ""2026-03-31"",
  ""due_date"": ""2026-04-15"",
  ""bank_name"": ""Демо Банк 1"",
  ""bank_account"": ""5001122334"",
  ""email"": ""finance@demo1.mn"",
  ""currency"": ""MNT"",
  ""subtotal"": 85000,
  ""tax"": null,
  ""total_amount"": 85000,
  ""items"": [
    {
      ""description"": ""GPS трекер үйлчилгээ (сарын)"",
      ""quantity"": 1,
      ""unit_price"": 85000,
      ""line_total"": 85000
    }
  ]
}",False,8,True,Демо Компани-1,100.0,True,True,True,False,NONE,AUTO_POST,"No risk detected. Vendor, date, amount and duplicate checks passed.",SUCCESS,1.48,SUCCESS,2026-05-03T19:20:59.168705,,False,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True
invoice_005.pdf,/kaggle/input/competitions/ai-legends-2026-ai-agents-automation/eval_agent/eval_agent/invoice_005.pdf,pdf,005,Демо Компани-4,2026-04-14,2026-04-29,Демо Банк 2,5007788990,invoicing@demo4.mn,MNT,,,685000.0,"[{'description': 'IP камер', 'quantity': 4.0, 'unit_price': 150000.0, 'line_total': 600000.0, 'calculated_line_total': 600000.0}, {'description': 'Сулжэний кабель угсралт', 'quantity': 1.0, 'unit_price': 85000.0, 'line_total': 85000.0, 'calculated_line_total': 85000.0}]",IP камер | Сулжэний кабель угсралт,685000.0,"{
  ""invoice_number"": ""005"",
  ""vendor_name"": ""Демо Компани-4"",
  ""invoice_date"": ""2026-04-14"",
  ""due_date"": ""2026-04-29"",
  ""bank_name"": ""Демо Банк 2"",
  ""bank_account"": ""5007788990"",
  ""email"": ""invoicing@demo4.mn"",
  ""currency"": ""MNT"",
  ""subtotal"": null,
  ""tax"": null,
  ""total_amount"": 685000,
  ""items"": [
    {
      ""description"": ""IP камер"",
      ""quantity"": 4,
      ""unit_price"": 150000,
      ""line_total"": 600000
    },
    {
      ""description"": ""Сулжэний кабель угсралт"",
      ""quantity"": 1,
      ""unit_price"": 85000,
      ""line_total"": 85000
    }
  ]
}",False,10,True,Демо Компани-4,100.0,True,True,True,False,NONE,AUTO_POST,"No risk detected. Vendor, date, amount and duplicate checks passed.",SUCCESS,1.42,SUCCESS,2026-05-03T19:21:00.589048,,False,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True
invoice_006.png,/kaggle/input/competitions/ai-legends-2026-ai-agents-automation/eval_agent/eval_agent/invoice_006.png,png,НЭХЭМЖЛЭХ № 006,Демо Компани-1,2026-03-26,2026-04-10,Демо Банк 1,5001122334,finance@demo1.mn,MNT,220000.0,,220000.0,"[{'description': 'Лиценз сунгалт (жилийн)', 'quantity': 1.0, 'unit_price': 220000.0, 'line_total': 220000.0, 'calculated_line_total': 220000.0}]",Лиценз сунгалт (жилийн),220000.0,"{
  ""invoice_number"": ""НЭХЭМЖЛЭХ № 006"",
  ""vendor_name"": ""Демо Компани-1"",
  ""invoice_date"": ""2026-03-26"",
  ""due_date"": ""2026-04-10"",
  ""bank_name"": ""Демо Банк 1"",
  ""bank_account"": ""5001122334"",
  ""email"": ""finance@demo1.mn"",
  ""currency"": ""MNT"",
  ""subtotal"": 220000,
  ""tax"": null,
  ""total_amount"": 220000,
  ""items"": [
    {
      ""description"": ""Лиценз сунгалт (жилийн)"",
      ""quantity"": 1,
      ""unit_price"": 220000,
      ""line_total"": 220000
    }
  ]
}",False,8,True,Демо Компани-1,100.0,True,True,True,False,NONE,AUTO_POST,"No risk detected. Vendor, date, amount and duplicate checks passed.",SUCCESS,6.3,SUCCESS,2026-05-03T19:21:06.887590,,False,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True
invoice_007.png,/kaggle/input/competitions/ai-legends-2026-ai-agents-automation/eval_agent/eval_agent/invoice_007.png,png,007,Демо Компани-5,2026-04-02,2026-04-17,Демо Банк 2,1009900880,info@demo5.mn,MNT,280000.0,,280000.0,"[{'description': 'Зам талбайн засвар', 'quantity': 1.0, 'unit_price': 280000.0, 'line_total': 280000.0, 'calculated_line_total': 280000.0}]",Зам талбайн засвар,280000.0,"{
  ""invoice_number"": ""007"",
  ""vendor_name"": ""Демо Компани-5"",
  ""invoice_date"": ""2026-04-02"",
  ""due_date"": ""2026-04-17"",
  ""bank_name"": ""Демо Банк 2"",
  ""bank_account"": ""1009900880"",
  ""email"": ""info@demo5.mn"",
  ""currency"": ""MNT"",
  ""subtotal"": 280000,
  ""tax"": null,
  ""total_amount"": 280000,
  ""items"": [
    {
      ""description"": ""Зам талбайн засвар"",
      ""quantity"": 1,
      ""unit_price"": 280000,
      ""line_total"": 280000
    }
  ]
}",False,7,True,Демо Компани-5,100.0,True,True,True,False,NONE,AUTO_POST,"No risk detected. Vendor, date, amount and duplicate checks passed.",SUCCESS,7.43,SUCCESS,2026-05-03T19:21:14.317462,,False,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True
invoice_008.pdf,/kaggle/input/competitions/ai-legends-2026-ai-agents-automation/eval_agent/eval_agent/invoice_008.pdf,pdf,008,Демо Компани-1,2026-03-27,2026-04-11,Демо Банк 1,5001122138,finance@demo1.mn,MNT,65000.0,,65000.0,"[{'description': 'Ачаа боодлын материал', 'quantity': 1.0, 'unit_price': 65000.0, 'line_total': 65000.0, 'calculated_line_total': 65000.0}]",Ачаа боодлын материал,65000.0,"{
  ""invoice_number"": ""008"",
  ""vendor_name"": ""Демо Компани-1"",
  ""invoice_date"": ""2026-03-27"",
  ""due_date"": ""2026-04-11"",
  ""bank_name"": ""Демо Банк 1"",
  ""bank_account"": ""5001122138"",
  ""email"": ""finance@demo1.mn"",
  ""currency"": ""MNT"",
  ""subtotal"": 65000,
  ""tax"": null,
  ""total_amount"": 65000,
  ""items"": [
    {
      ""description"": ""Ачаа боодлын материал"",
      ""quantity"": 1,
      ""unit_price"": 65000,
      ""line_total"": 65000
    }
  ]
}",False,8,True,Демо Компани-1,100.0,True,True,False,False,BANK_ACCOUNT_MISMATCH,DENY,Detected risk flags: BANK_ACCOUNT_MISMATCH,SUCCESS,10.26,SUCCESS,2026-05-03T19:21:24.578277,BANK_ACCOUNT_MISMATCH,False,True,,,,,,,,Denied because of detected risk: BANK_ACCOUNT_MISMATCH,False,False,False,False,False,False,False,False,True,False,False,True,False
invoice_009.png,/kaggle/input/competitions/ai-legends-2026-ai-agents-automation/eval_agent/eval_agent/invoice_009.png,png,009,Демо Компани-2,2026-03-21,2026-04-05,Демо Банк 1,1102003004,billing@demo2.mn,MNT,400000.0,,400000.0,"[{'description': 'Сургалт (IT)', 'quantity': 1.0, 'unit_price': 400000.0, 'line_total': 400000.0, 'calculated_line_total': 400000.0}]",Сургалт (IT),400000.0,"{
  ""invoice_number"": ""009"",
  ""vendor_name"": ""Демо Компани-2"",
  ""invoice_date"": ""2026-03-21"",
  ""due_date"": ""2026-04-05"",
  ""bank_name"": ""Демо Банк 1"",
  ""bank_account"": ""1102003004"",
  ""email"": ""billing@demo2.mn"",
  ""currency"": ""MNT"",
  ""subtotal"": 400000,
  ""tax"": null,
  ""total_amount"": 400000,
  ""items"": [
    {
      ""description"": ""Сургалт (IT)"",
      ""quantity"": 1,
      ""unit_price"": 400000,
      ""line_total"": 400000
    }
  ]
}",False,10,True,Демо Компани-2,100.0,True,True,True,False,NONE,AUTO_POST,"No risk detected. Vendor, date, amount and duplicate checks passed.",SUCCESS,7.66,SUCCESS,2026-05-03T19:21:32.236089,,False,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True
invoice_010.png,/kaggle/input/competitions/ai-legends-2026-ai-agents-automation/eval_agent/eval_agent/invoice_010.png,png,010,Демо Компани-1,2026-04-11,2026-04-26,Демо Банк 1,5001122360,finance@demo1.mn,MNT,380000.0,,380000.0,"[{'description': 'Хургэлтийн үйлчилгээ', 'quantity': 4.0, 'unit_price': 95000.0, 'line_total': 380000.0, 'calculated_line_total': 380000.0}]",Хургэлтийн үйлчилгээ,380000.0,"{
  ""invoice_number"": ""010"",
  ""vendor_name"": ""Демо Компани-1"",
  ""invoice_date"": ""2026-04-11"",
  ""due_date"": ""2026-04-26"",
  ""bank_name"": ""Демо Банк 1"",
  ""bank_account"": ""5001122360"",
  ""email"": ""finance@demo1.mn"",
  ""currency"": ""MNT"",
  ""subtotal"": 380000.0,
  ""tax"": null,
  ""total_amount"": 380000.0,
  ""items"": [
    {
      ""description"": ""Хургэлтийн үйлчилгээ"",
      ""quantity"": 4,
      ""unit_price"": 95000.0,
      ""line_total"": 380000.0
    }
  ]
}",False,8,True,Демо Компани-1,100.0,True,True,False,False,BANK_ACCOUNT_MISMATCH,DENY,Detected risk flags: BANK_ACCOUNT_MISMATCH,SUCCESS,10.65,SUCCESS,2026-05-03T19:21:42.887476,BANK_ACCOUNT_MISMATCH,False,True,,,,,,,,Denied because of detected risk: BANK_ACCOUNT_MISMATCH,False,False,False,False,False,False,False,False,True,False,False,True,False
